scramble,recover,time,step
8 5 1 6 13 3 16 3 8 4 6 3 17 4 6 15 2 8 1 8 10 0 9 0 14,5 14 6 15 13 3 12 6 5 7 0 7 4 6 4 7 4 6 9 3 10 3 13 10 12 3 12 4 13 9 5 12 5 13 16 5 12 3 15 5 13 3 16 3 15 4,5094,45
10 2 6 0 13 8 11 14 11 15 6 1 6 1 16 9 5 11 7 16 13 1 5 11 2,16 10 2 7 13 8 0 6 1 7 1 6 10 2 9 1 9 1 10 2 9 1 10 1 16 1 15 1 6 2 7 16 2 15 0 16 0 15 2 16 1 15 1 16 2 15 1,4935,46
10 0 15 6 10 17 3 1 7 4 13 3 16 3 14 17 11 2 11 14 15 8 1 13 15,3 17 10 13 3 13 9 12 2 9 13 10 12 3 9 3 10 4 16 3 15 3 6 3 7 6 4 7 3 6 3 7 3 6 4 7 4 7 5 6 15 4 9 4 10 16 3 5 16 12 4 17 0 15 1 15 3 8 15 13 4,6063,59
6 15 2 17 7 4 8 5 15 6 10 1 7 3 9 1 8 12 16 7 0 12 1 4 10,3 10 16 8 15 6 10 2 9 0 10 1 9 1 13 6 12 7 13 1 12 0 7 1 8 2 7 12 1 9 2 10 13 2 7 0 6 2 6 2 6 12 7 1 7 0 6 13 2 7 0,5996,50
11 0 13 0 11 3 9 8 12 0 16 11 8 5 6 3 8 4 16 9 15 1 12 8 2,9 12 10 2 16 3 7 1 6 0 7 1 9 0 10 0 16 1 15 0 6 1 7 0 15 0 16 1 10 0 9 7 0 16 0 15 6 0 12 1 13 1 0 15 0 16 1 17 6 16 1 16 0 15 7 0 16 1 15 1 16 0,6128,62
3 17 14 8 2 4 9 12 17 3 10 2 17 11 7 12 4 12 4 7 9 2 13 3 10,1 15 13 1 4 9 3 10 4 7 4 6 4 7 3 6 5 13 4 12 3 4 10 4 9 3 12 4 13 5 13 4 10 3 9 4 10 5 9 3 10 4 9 12 4,4862,44
6 16 0 11 0 3 13 9 5 11 8 16 5 16 3 1 13 7 3 15 9 8 17 6 10,9 5 10 16 9 0 10 15 1 3 10 2 9 7 2 6 16 9 15 10 1 10 1 9 1 7 16 1 15 0 6 0 16 2 15 0 17 3 16 2 15 4 17 1 15 1 16,5636,45
5 0 15 9 16 5 11 8 17 7 1 5 16 13 11 2 13 6 17 11 4 7 9 12 4,6 0 14 10 5 10 4 9 3 12 7 13 4 5 13 4 12 5 13 3 12 4 15 3 16 5 9 3 11 15 9 4 10 6 17 7 16 9 3 6 5 7 5 6 4 7 5 6 4 7 5 6 3 7,6263,54
7 0 4 7 3 8 5 6 0 15 4 11 7 0 5 9 16 12 2 3 9 14 11 8 16,3 9 13 7 10 6 9 8 0 3 9 2 15 3 16 4 9 3 10 5 6 3 7 4 12 3 13 3 4 6 5 7 13 10 4 9 12 3 11 14 9 15 10 14 11 13 10 16 9 12 4,7133,52
12 11 14 2 5 13 15 7 10 17 1 14 7 16 10 1 7 9 0 15 9 5 8 11 13,13 7 17 9 15 0 15 1 16 12 2 13 1 13 1 12 1 13 0 12 2 9 2 11 1 11 1 10 0 1 6 1 7 1 7 15 6 16 6 0 8 15 6 16 2 9 0 10 0 9 2 11 1 9 1 10 2 9 1,4930,58
1 4 10 13 10 1 10 13 9 1 14 9 15 7 0 17 2 8 5 10 6 1 16 7 4,13 4 16 10 14 0 14 10 13 9 13 0 12 0 12 2 13 1 12 0 13 0 15 1 16 6 1 7 1 10 0 9 1 10 0 11 16 10 15 10 0 9 9 0 10 0 10 1 9 0 9 2 16 10 1 10 0 9 15 2,6163,60
12 9 4 1 8 1 8 11 1 15 9 1 4 8 14 4 7 14 3 2 6 15 1 8 5,16 6 15 8 3 15 4 10 1 9 3 6 0 7 1 0 13 1 12 1 13 1 12 0 7 1 6 0 13 7 1 6 0 12 6 2 7 1 8 3 7 0 6 10 14 9 4 8 0,5902,48
14 15 2 15 3 11 3 10 1 5 13 1 6 9 15 6 15 9 15 4 10 14 17 0 8,7 11 16 11 5 0 10 0 11 10 1 9 0 10 7 1 6 0 7 1 6 1 15 2 16 0 15 1 16 0 7 15 6 16 0 16 0 17 7 16 6 2 16 0 12 1 15 0 13 2,5602,50
3 0 16 3 12 1 17 3 6 4 11 17 4 16 8 5 8 4 12 9 15 4 13 2 6,12 7 10 4 11 0 9 1 4 15 2 16 1 15 0 16 12 2 13 1 12 0 13 0 16 2 15 0 6 1 7 0 1 15 0 16 0 17 3 16 1 15 4 17 0 15 2 16 0,5696,48
5 14 7 3 2 17 9 0 4 14 0 14 15 8 4 10 8 1 14 15 1 16 12 3 11,15 8 15 6 2 6 13 7 1 9 0 10 3 10 2 9 7 2 6 10 0 9 2 16 1 17 0 6 0 7 1 16 1 9 0 10 0 10 1 11 1 10 0 10 1 9 0 10 0 9 2,5563,49
2 9 5 9 17 14 7 14 16 10 4 2 17 1 11 17 10 2 11 0 8 0 17 8 0,5 7 15 11 5 12 2 13 16 0 15 1 13 1 12 16 2 15 0 16 1 15 10 0 6 13 10 12 9 12 7 2 9 1 0 15 0 16 11 4 12 1 13 0 13 3 11 2,5697,49
1 14 3 16 0 14 17 1 7 14 5 0 12 6 4 10 4 2 12 0 3 6 1 15 2,10 1 13 9 14 7 4 6 3 7 5 6 3 10 3 11 4 10 3 0 13 4 12 4 6 3 7 4 1 5 13 4 10 5 9 4 10 4 9 12 4,4862,41
12 15 10 17 3 12 8 13 5 14 11 3 13 16 10 7 12 2 17 2 5 13 5 11 0,4 10 15 1 16 4 15 10 16 2 16 4 15 5 16 3 15 6 5 7 3 7 4 6 4 13 3 10 3 9 4 10 5 9 12 3 10 5 11 3 11 3 9 13 3 9 3 10 4 12 4,6265,51
7 13 7 0 8 2 3 9 7 15 3 17 6 9 15 3 9 4 9 5 6 0 15 4 15,1 15 1 15 3 13 1 7 0 6 3 0 15 1 16 9 2 10 0 16 1 15 0 6 1 7 1 7 16 6 0 10 0 9 7 16 6 1 6 10 1 9 0 7 2 10 2 9,6632,46
6 0 8 11 5 14 1 11 6 13 17 10 8 5 12 6 4 9 17 13 4 15 7 9 2,7 15 10 17 6 1 13 3 14 3 13 16 4 15 0 7 5 6 1 13 3 12 4 13 4 12 4 9 5 10 4 15 13 0 9 1 16 12 3 6 5 7 4 6 4 7 16 4 7 5 6 4 7 4 6 15 3,7098,55
10 7 17 2 5 9 12 11 15 11 8 3 11 3 2 13 4 1 12 6 11 5 15 9 12,7 10 16 6 1 12 0 3 4 13 5 15 4 16 3 13 4 12 4 9 4 4 10 3 9 4 10 4 16 6 15 7 3 10 4 9 7 4 6 3 15 4 16 3 5 7 4 6 3 7 4 8 0 10 17 9 1 8 5 6 4,8311,61
12 6 2 15 7 9 17 12 11 15 3 0 10 3 12 10 13 16 1 6 11 14 5 0 8,14 4 16 13 4 1 16 9 15 0 15 1 16 0 15 0 16 13 0 12 1 3 13 0 12 4 2 0 13 0 12 2 13 2 14 10 13 9 13 2 12 2 15 1 13 0 16 12 0,4560,47
1 12 8 11 1 4 9 5 8 5 14 4 6 5 7 2 8 15 5 13 5 11 2 16 6,1 13 15 10 15 12 5 13 1 5 13 4 12 4 13 3 12 5 10 3 9 4 7 4 6 7 9 12 10 6 5 7 12 6 5 9 5 10 5 11 0 10 5 9 1 11 3 9 4 10,5440,48
13 1 4 12 6 5 2 15 9 4 0 13 10 12 10 5 8 16 9 4 2 6 5 9 0,7 14 16 4 12 0 6 13 7 12 7 0 8 2 7 2 13 1 12 2 10 0 9 1 10 0 9 1 10 0 9 11 4 9 2 10 3 11 0 10 0 9 0,5375,43
10 7 15 11 4 9 4 12 5 17 10 6 4 13 17 1 6 15 12 9 13 16 7 15 12,12 9 1 17 3 15 0 16 1 15 0 16 0 12 1 13 0 16 1 15 0 9 0 10 2 6 1 7 16 1 10 1 9 0 15 2 10 1 9 1 10 0 9 1 10 0 9 0 6 1 10 0 7 9,4606,53
13 2 8 16 5 17 2 10 0 8 10 15 13 10 13 17 4 1 11 17 7 11 13 9 12,15 10 12 2 15 0 2 4 9 5 10 3 10 4 9 4 10 3 9 4 13 3 12 4 13 4 12 4 6 16 7 15 3 15 3 16 4 14 1 12 5 13 0 12 3 12 4 13 3 12 4 13 5 12 4,6393,55
15 10 7 13 9 7 17 4 7 10 1 15 7 0 9 0 5 16 7 16 3 17 9 16 10,16 11 12 0 6 5 16 7 3 15 3 16 4 15 5 16 0 12 4 13 1 5 16 4 15 3 10 15 9 17 15 16 4 17 4 16 4 15 4 16 5 15 3 17 1 15 5 16 0 15 4,5841,51
4 6 0 16 5 12 6 15 1 6 3 9 1 7 12 4 9 3 16,2 12 6 10 3 17 0 3 12 4 13 1 5 15 3 16 5 5 13 5 12 4 13 3 12 4 12 5 13 3 12 3 13 5 9 13 10 15 9 12 10 16 0 16 4 15 3 1 17 3 16 3 15 4 15 4 17 3,44225,57
6 1 14 1 12 7 11 17 4 10 12 4 9 2 10 5 7 2 8 10 2 12 6 2 15,0 11 16 1 13 1 14 0 13 0 12 1 13 0 13 8 12 0 16 1 15 2 16 0 15 10 0 9 0 7 15 9 15 16 10 6 0 7 16 9 10 6 0 10 1 11 15 10 2 10 0 9 0 9 16 11 2 1 9 0,7431,60
17 4 10 4 10 0 7 11 12 15 6 9 14 10 6 16 1 7 2 4 7 15 0 13 8,8 15 2 4 10 4 9 7 15 3 16 4 7 3 6 3 15 5 17 4 17 4 16 5 7 12 6 13 7 12 6 13 3 12 0 13 5 12 1 14 3 12 5 13 4 12 4 13 4 12 3,6299,51
0 9 0 4 9 14 3 14 1 9 16 5 12 1 6 4 2 9 4 14 16 5 0 14 4,11 0 14 4 14 4 16 9 15 12 1 13 0 6 0 8 2 6 2 9 0 10 6 10 13 7 12 6 12 7 12 9 1 10 9 1 10 12 9 6 2 7 2 7 2 6 0 7 0 8 2 7 1,6768,52
0 15 8 17 5 6 10 3 11 17 1 14 6 2 8 0 4 13 5 10 7 14 16 2 7,12 6 4 7 4 7 5 0 9 1 10 1 6 0 7 1 12 2 14 1 14 1 13 15 2 16 2 12 1 13 1 7 1 6 8 1 8 12 7 1 6 1 7 2 6 13 8 0 8,5907,48
1 8 0 7 9 16 3 17 9 3 11 5 13 2 12 4 16 10 4 6 4 13 6 5 7,3 15 10 2 13 10 12 17 1 13 3 12 3 15 4 16 4 15 4 16 3 15 4 16 3 16 5 15 4 9 3 10 4 16 4 15 3 16 4 17 0 16 5 15 1 17 5 15 5,5184,49
15 8 1 10 8 16 3 0 17 5 7 2 15 11 17 12 8 10 13 2 11 6 0 15 6,13 5 7 0 14 9 0 10 3 0 12 0 13 15 0 17 1 15 2 16 10 1 9 0 15 10 2 11 16 10 15 9 2 10 2 9 16 10 1 9 0 9 15 11,5709,43
8 5 17 2 11 8 5 11 6 2 16 8 3 10 16 5 10 16 8 4 7 9 15 11 17,16 9 12 9 6 15 8 0 10 1 9 1 0 1 10 0 9 6 0 7 1 4 6 0 7 3 6 2 7 0 16 1 10 1 9 1 15 2 16 10 0 9 0 10 2 9 0 15 9 0 10 0 9 2 10 0,6474,56
8 17 1 11 14 5 17 7 13 0 5 9 5 6 16 13 2 11 0 12 5 7 5 14 1,10 15 12 7 0 16 7 5 6 5 16 3 15 4 16 4 15 5 13 4 14 13 4 12 3 13 15 3 16 4 9 13 11 4 9 3 12 4 9 3 11 4 11 4 11 5 9 4 9 4 10,5843,50
4 10 1 4 9 0 8 13 0 10 7 12 3 15 9 16 5 13 11 2 14 1 5 10 4,14 16 0 10 1 12 5 13 0 4 15 3 17 4 15 4 7 3 6 4 6 3 7 3 6 7 15 9 5 10 4 9 5 10 16 4 6 5 7 3 7 1 6 3 0 1 7 0 8 4 7 3 6 4 7 3,6909,55
13 16 3 17 5 0 11 4 8 10 4 14 17 1 8 0 13 1 9 1 9 14 16 9 7,11 4 15 12 10 13 5 1 12 10 13 9 12 0 13 2 15 0 17 1 15 12 10 13 9 1 13 0 12 0 10 1 9 1 10 0 11 11 0 11 16 10 15 2 10 14 10 17 9 14 10 17 11 0,5942,55
17 3 8 13 11 14 6 16 4 11 14 3 17 4 16 0 17 6 1 4 11 15 7 13 7,3 8 9 3 1 6 0 7 1 6 2 7 1 7 0 6 1 9 0 10 5 10 1 9 5 2 7 0 9 16 7 15 6 15 10 2 6 2 2 1 7 1 6 12 7 1 6 0 6 13 7 0 6 13 7 1 7 0 6 12,6214,59
5 11 6 14 15 11 6 4 14 1 13 11 17 7 14 8 16 6 9 0 11 3 7 13 4,7 14 3 17 7 2 16 1 15 2 16 2 9 2 10 2 9 1 10 6 1 7 2 16 1 15 7 6 10 13 6 12 9 8 0 6 7 0 6 0 2 8 4 9 17 10 3 6 2 6,6106,49
15 11 7 15 5 9 0 9 16 7 16 5 1 8 4 6 1 3 13 1 9 13 5 0 9,7 17 0 7 12 7 14 4 13 3 12 3 15 3 16 1 16 4 15 0 10 5 9 4 7 12 6 3 4 7 9 12 10 13 6 3 9 3 12 10 4 9 3 9 13 11 3 9 4 10 5,5376,50
1 3 6 13 15 5 15 6 17 12 8 4 7 1 5 7 0 11 17 7 1 12 17 6 14,4 17 13 6 3 12 1 13 1 12 0 13 15 0 16 2 13 1 12 0 15 1 16 0 2 1 6 0 7 16 1 15 0 16 2 17 3 16 0 15 4 17 0 15 1,5533,44
5 12 5 0 17 5 13 2 3 12 16 9 7 2 9 14 16 4 2 8 15 4 12 16 2,14 7 14 15 9 5 9 4 0 12 3 13 16 4 15 5 16 3 15 3 13 5 12 4 6 3 7 4 10 4 9 4 10 3 9 3 6 5 10 5 9 5 7,4689,42
12 10 7 2 16 1 7 14 10 12 2 8 5 13 6 15 8 17 14 7 0 5 15 12 8,13 0 11 0 13 16 7 12 16 3 0 12 1 13 2 7 1 6 2 10 2 9 0 10 1 9 1 6 0 7 1 7 15 6 16 6 0 7 0 10 2 9 2 10 1 11 3 10 2 9 4 11 2 9 1,6313,54
13 15 6 14 11 7 3 16 11 12 2 6 3 9 0 7 11 14 11 6 4 16 7 13 11,9 0 3 9 2 6 0 13 1 12 2 6 0 7 1 10 0 9 2 7 2 8 0 7 2 12 1 13 0 12 1 13 0 12 1 13 1 16 2 16 4 12 11 13 3 17,5111,47
7 4 9 5 11 0 7 10 15 0 10 8 16 3 11 8 12 10 0 16 11 12 6 12 9,7 13 4 0 16 3 12 10 13 4 12 1 13 1 12 0 13 1 10 0 9 1 10 1 9 6 1 7 1 6 1 8 15 6 16 10 1 9 1 10 0 9 1 10 2 9 0,4916,46
1 9 3 0 9 15 4 0 8 16 12 3 2 13 17 5 0 12 15 1 3 8 12 10 5,7 13 8 3 16 2 15 0 16 1 15 7 1 6 1 7 0 6 2 10 1 11 0 10 2 15 0 16 1 16 9 15 10 15 0 16 2 13 1 12 9 0 15 2 16 1 10 0,5445,48
2 9 16 5 13 4 13 8 16 0 4 7 10 1 15 6 3 15 5 11 0 17 13 9 13,10 1 14 10 4 0 12 7 13 6 15 3 17 4 15 5 16 3 15 4 6 5 7 4 6 3 7 10 4 9 13 9 10 9 12 10 3 10 5 9 3 10 5 9 5 10 3 11 0 10 3 9 1 10 4,6575,54
16 2 12 5 10 8 16 1 8 10 3 13 4 12 16 10 8 15 8 16 6 14 9 8 5,4 14 7 15 7 4 16 0 15 1 3 7 1 6 1 10 12 9 13 2 10 1 9 2 9 15 1 16 10 13 1 12 13 0 12 0 13 0 12 1 12 3 13 1 12 4 14 1 12 1,5496,49
17 1 6 10 15 10 1 4 15 7 16 2 5 12 6 1 3 9 15 1 15 14 6 16 6,4 6 13 0 16 0 15 5 1 16 0 15 0 15 1 16 7 1 6 2 13 1 12 0 9 1 10 1 6 3 7 0 6 4 13 7 12 1 9 1 6 0 7 16 7 6 15 6 10 1 7 0 6 1 7 0 6 1 7 1 6 0 7 2,7738,64
2 3 9 4 14 9 14 17 10 1 8 4 10 0 14 0 9 5 11 17 7 13 15 9 3,7 13 16 6 9 0 16 13 1 12 0 16 0 17 1 16 0 16 15 1 16 0 15 0 12 1 13 1 12 0 13 0 15 0 16 7 15 6 1 16 2 16 7 1 17 2 17 1 17 1 17 6 15,6043,53
14 15 9 13 17 2 17 0 14 1 17 9 8 3 14 17 7 15 5 14 5 12 9 14 2,7 1 6 4 6 16 7 4 6 3 0 10 5 9 6 5 8 4 6 4 7 3 6 5 9 3 10 5 9 4 10 3 9 4 10 4 16 4 6 3 7 15 6 3 7 4 6 3 7 4 6 4 7 4,5514,54
4 0 17 10 1 7 11 12 15 3 11 1 10 0 10 13 6 0 8 5 1 12 17 5 2,13 0 9 14 3 16 4 1 15 5 16 6 5 7 4 6 5 7 4 16 10 4 9 15 3 4 9 5 10 5 9 3 10 5 10 15 9 16 6 15 7 5 7 5 6 16 3 7 4 6 3 7 3 6,5951,54
0 13 17 11 0 11 5 12 7 15 1 3 13 10 4 7 1 11 16 9 12 9 6 16 3,6 3 14 10 0 13 0 6 4 7 4 10 3 9 7 5 6 0 10 3 9 1 5 9 0 7 12 6 1 11 3 9 5 10 4 9 4 9 13 10 12 10 3 9 12 4 13 10 3 9 3,4816,50
13 3 10 3 6 9 3 6 13 17 10 12 17 11 13 11 8 2 16 13 0 3 9 17 3,12 7 0 13 0 4 13 3 12 7 5 6 4 12 5 13 9 3 10 4 9 3 10 5 7 12 6 13 6 5 10 5 9 5 7 4 10 4 9 3 10 3 9 3,5444,43
7 4 15 7 9 12 17 8 3 8 0 12 1 4 8 3 14 3 0 14 3 7 0 15 1,7 3 1 9 13 6 4 10 0 9 1 6 0 7 9 2 11 1 9 13 0 12 7 0 6 1 7 1 6 2 6 13 7 12 2 7 1 6 1 7 2 6 1 7 2 6 0 7 0 6 0,4812,49
2 15 12 4 11 17 9 1 7 4 16 3 10 12 7 11 2 12 17 11 13 8 3 1 7,9 4 1 10 16 9 0 9 1 8 4 0 13 6 12 7 2 16 1 15 13 1 12 2 6 13 7 12 1 6 13 7 12 1 7 2 6 0 6 3 7 0 6 4 8 0 6 1 7 0 6 1,5908,52
4 15 9 16 7 13 17 7 17 5 6 17 1 5 7 10 12 7 3 6 15 11 12 0 9,16 9 13 11 13 15 16 12 16 0 10 9 10 3 11 4 10 9 10 13 9 12 10 6 3 7 4 6 3 7 4 16 6 15 7 12 7 13 4 12 6 13 15 5 13 3 12 5 16 13 4 12 3 13 4 12 3 13 3 12 4,6692,59
2 12 17 9 2 4 12 17 2 16 7 13 1 17 14 3 14 6 0 17 4 9 1 10 6,1 6 16 2 3 8 0 14 3 15 5 16 3 15 4 16 3 13 5 12 10 3 9 4 12 7 13 6 3 12 7 13 6 4 12 0 13 5 12 1 13 4 13 5 12 4 13 4 12,7268,49
17 12 9 15 12 9 3 17 9 16 8 14 8 0 3 6 16 9 13 2 14 9 0 17 5,14 8 16 5 10 1 4 9 3 10 5 10 3 9 4 10 3 9 15 6 3 7 16 5 16 6 15 7 3 7 3 8 16 7 15 4 6 5 6 0 7 5 6 1 7 5 7 4 6 4 7,5448,51
15 2 14 17 3 8 10 15 3 17 1 14 0 17 7 13 2 9 8 5 8 3 0 10 5,16 13 1 9 1 16 0 10 1 9 0 6 0 8 0 6 1 4 7 0 6 3 7 0 6 0 7 0 8 13 7 12 0 9 0 10 0 7 9 0 6 2 10 1 7 2 6 2,4481,47
2 4 12 8 0 13 17 0 5 17 4 10 16 3 11 1 10 8 13 17 7 0 11 12 16,13 6 1 11 5 7 0 6 2 12 0 13 1 6 2 7 0 6 1 7 1 2 9 0 16 10 15 10 1 9 2 10 0 9 1 16 10 0 9 0 10 2 9 0 15 9 0 10 0 9 2 10,6403,52
1 9 1 9 16 1 14 2 16 12 5 0 14 0 5 13 17 1 15 11 7 12 11 16 2,7 10 12 6 0 10 15 3 17 3 15 4 0 9 3 11 3 9 4 10 3 9 5 13 3 12 3 12 7 13 6 4 3 9 3 10 4 10 5 9 3 10 3 9 4 9 4 10 5,5208,48
0 10 15 8 13 6 2 15 14 4 12 8 15 13 3 10 13 17 6 1 11 16 0 6 16,0 12 0 13 10 12 17 5 16 4 15 0 4 16 4 17 5 16 3 9 5 10 6 5 7 9 3 10 3 10 15 9 16 9 10 9 3 10 4 6 5 8 4 8 4 7 3 7 3 6 5,5918,48
6 9 4 11 0 10 7 13 0 9 15 14 11 1 5 12 17 11 3 12 8 0 4 12 1,10 13 7 1 9 4 7 15 3 16 9 4 10 5 6 4 7 10 3 9 4 13 10 5 9 4 12 4 6 3 7 3 7 3 10 4 9 6 5 10 3 9 3 10 3 9 4,5340,47
0 16 7 9 12 6 9 3 11 13 17 0 7 3 16 0 3 16 13 3 1 12 1 17 3,14 6 12 0 15 5 7 12 2 13 2 9 16 10 15 10 0 9 6 1 7 1 6 0 7 12 10 14 1 12 0 9 0 13 1 12 1 13 1 12 2 16 13 0 12 1 15 1,6407,48
14 11 14 17 1 3 16 2 12 1 5 15 1 11 12 0 9 1 13 3 8 2 7 15 14,4 0 6 16 1 5 6 16 7 3 6 3 7 4 6 5 7 4 9 4 10 4 7 4 6 5 16 3 15 3 10 3 16 3 15 9 5 12 4 13 4 15 3 16 3 15 4 16 3 17 0 16 4 15 1 16 4 16 5,5643,58
0 3 12 10 13 1 12 1 17 3 17 1 5 16 13 2 7 9 15 6 16 3 11 5 9,17 7 12 1 12 11 16 12 15 14 3 13 1 12 16 0 17 7 16 6 4 16 2 15 5 1 12 0 13 1 5 6 2 8 1 8 1 7 1 7 4 6 2 7 3 6 0 6 2 7 0 6 0 7 1,7324,55
14 7 11 0 3 9 2 5 7 11 16 1 14 9 2 17 10 13 8 5 10 16 10 12 11,1 11 8 16 7 4 0 6 3 7 3 16 4 17 3 16 3 12 4 13 3 12 3 13 5 16 3 15 10 15 9 16 5 16 4 15 4 16 4 15 4 15 3 17 3 17 5 16 5,4713,48
5 17 6 13 6 13 9 17 10 16 0 14 5 16 6 11 0 10 15 9 4 15 3 0 7,16 1 15 3 15 10 1 13 9 12 3 16 3 15 4 15 3 16 4 16 3 15 4 12 3 13 3 16 4 15 5 12 7 13 6 3 12 7 13 6 4 9 5 10 13 3 9 4 10 4 12 9 4 10 3,5147,55
9 16 9 14 1 17 1 4 17 14 4 14 17 5 12 1 7 5 16 9 4 14 1 5 12,3 10 16 5 12 2 13 9 13 1 12 16 0 15 13 0 12 1 13 1 12 2 15 1 16 0 12 10 13 1 12 9 13 13 2 13 4 12 2 13 3 14 1,4469,41
12 1 12 15 5 15 7 4 17 3 7 15 5 14 0 12 2 15 6 15 7 16 3 0 13,15 0 6 10 3 17 10 3 9 5 15 3 16 4 15 5 16 0 5 13 4 12 4 6 3 7 5 9 13 10 12 4 10 4 9 5 13 9 12 10,5011,40
9 17 9 3 0 17 11 14 2 16 6 3 0 17 10 14 10 15 4 13 11 17 10 13 17,7 16 10 12 10 16 4 3 1 17 0 16 5 16 1 15 1 16 0 15 12 0 14 1 14 0 14 0 12 9 0 10 13 1 12 1 13 0 12 1 12 0 14 0 12 1 12 1 13,5279,49
8 14 7 5 13 4 17 4 7 1 17 13 9 0 10 8 13 3 2 13 16 2 6 4 15,13 10 14 4 1 10 17 13 0 12 4 15 2 16 1 12 0 13 1 10 2 9 2 10 0 9 7 15 6 16 6 1 7 2 6 1 7 2 11 0 10 1 10 0 9 0 10 0 9 1 9 1 11 0,6267,54
9 0 9 16 8 14 2 10 4 7 4 13 8 4 9 4 0 10 0 17 7 3 1 13 10,13 6 9 3 17 0 4 12 3 16 15 13 3 6 4 7 5 9 4 10 4 9 4 10 3 9 4 10 3 10 9 12 6 3 7 3 6 4 7 3 13 10 5 9 5 6 4 10 3 7 9 4,5546,49
13 0 10 15 0 14 10 4 17 5 16 11 4 7 5 11 14 6 16 7,1 12 6 13 3 10 4 10 2 4 6 3 7 4 12 5 13 7 5 6 4 15 3 16 4 13 3 12 4 13 4 12 3 13 4 12 3 12 0 13 3 12 1 13 5,5044,45
10 17 13 4 13 11 16 6 4 9 0 15 6 9 1 16 12 5 9 6 1 3 9 3 12,0 3 16 4 7 3 6 3 10 0 3 6 3 7 5 9 4 10 5 4 3 9 4 10 12 3 13 5 12 4 14 9 12 10 4 15 3 16 3 17 0 16 5 15 1 17 4,5311,47
13 11 15 10 16 4 12 10 0 14 16 1 4 15 10 1 16 3 14 1 10 6 0 15 4,7 0 11 8 5 7 15 4 16 4 12 7 13 6 12 3 13 15 5 17 4 17 4 16 6 3 15 5 16 5 15 4 16 7 4 13 4 12 4 14 1 12 3 13 0 14 4 13 5 12 3,7982,50
13 8 14 17 2 3 17 10 8 0 12 17 11 2 7 9 2 14 0 11 12 4 16 9 6,13 4 15 5 6 10 0 9 5 3 4 6 2 7 2 6 1 7 13 0 14 1 13 0 13 2 12 2 12 10 13 9 13 2 12 1 9 16 10 14 7 13 10 12 6 13 11 15 10 13 1,6741,51
6 0 6 5 14 5 15 2 12 7 5 7 0 15 1 15 10 13 5 15 7 5 6 11 16,10 2 16 9 5 10 3 1 6 0 8 1 6 4 2 7 15 6 16 6 1 7 2 0 12 10 13 9 0 14 3 13 2 12 4 13 1 13 0 12 2 13 0,4254,42
7 0 7 14 17 5 9 4 0 9 5 14 1 9 2 13 17 10 16 7 12 17 6 0 7,15 9 16 7 12 6 13 1 13 0 10 1 9 2 7 2 8 0 7 0 9 1 10 0 7 1 6 0 1 10 12 9 14 1 12 1 13 0 12 1 12 0 13 0 12 2 13 0 13 1 12 1 13 2 12,6776,55
8 9 13 1 16 2 6 17 0 14 15 0 16 13 5 7 10 5 13 10 12 0 8 0 16,3 15 12 10 13 4 1 17 5 0 7 0 6 9 1 10 7 1 6 0 6 1 7 13 6 12 7 2 1 16 2 15 6 12 2 13 0 7 0 15 2 16 1 17 3 16 0 15 4 17 1 15 1 16,5910,54
16 6 17 11 6 16 9 4 0 14 15 9 8 12 2 17 9 8 4 1 15 9 1 9 16,10 16 13 1 13 6 1 4 15 3 16 3 15 3 16 5 12 3 13 3 6 3 7 3 6 13 4 12 3 12 7 13 3 13 3 12 3 13 4 12 4 13 4 12 4,4252,45
7 16 11 3 7 5 12 3 11 7 14 7 4 10 8 14 4 17 9 6 1 3 12 9 15,16 7 11 3 10 4 16 0 3 16 0 15 0 13 1 12 1 16 0 17 1 16 1 16 1 15 1 6 13 7 12 2 6 0 7 0 16 1 15 2 6 13 7 15 6 12 7 16,5791,48
14 10 3 11 15 2 12 4 8 15 11 14 11 14 5 2 10 16 12 10 16 11 15 2 5,13 4 14 1 17 1 15 0 9 1 10 0 9 0 10 12 0 13 0 12 1 13 2 15 1 16 0 10 2 13 0 12 9 2 12 2 9 13 1 12 0 12 10 14 1 12 1 13 0,5278,49
3 0 9 8 1 11 2 15 12 11 15 13 9 14 7 9 12 10 3 2 10 7 1 16 13,7 12 0 3 6 17 4 9 1 11 1 9 7 1 6 0 10 2 9 2 6 0 7 2 10 0 9 0 15 2 6 1 7 16 2 10 2 9 0 11 4 9 1 10 3 11 0 10 0 9 0,6375,50
4 10 13 17 3 17 8 15 6 14 8 16 1 7 9 1 8 1 8 12 8 2 6 2 5,9 4 10 1 9 0 10 1 9 0 10 0 16 1 17 0 17 2 15 2 12 0 13 6 0 12 2 13 0 7 15 0 15 3 16 2 15 4 16 1 16 0 15 0 16 1,4163,46
6 4 12 15 6 14 8 4 0 8 9 14 8 11 15 0 16 0 4 7 1 17 6 13 1,15 13 9 4 11 4 11 5 6 0 7 2 7 1 6 1 7 0 6 13 0 12 1 16 9 15 0 16 10 15 15 1 12 0 16 1 13 0 12 1 13 0 12 1 13 1 12 0 13 1,5388,49
9 15 2 8 10 5 9 2 6 15 0 15 12 2 6 3 17 4 15 5 9 15 6 3 7,10 4 12 16 4 12 16 12 1 15 13 10 2 9 1 6 7 1 6 0 7 2 13 0 12 1 13 0 12 2 1 0 15 1 16 0 15 1 16 2 13 2 12 0 13 0 12 1 13 1 12 1 13 2 12 1,6506,55
